County,SecondDate,Cases_Change,Cases_Change%,Transit_Change,Transit_Change%,Transit_Level,Driving_Change,Driving_Change%,Driving_Level,Walking_Change,Walking_Change%,Walking_Level,Table_Change,Table_Change%,Table_Level
Albany,10/8/2020,3,0.2,2.59,0.02628641,101.12,11.38,0.084527966,146.01,23.44,0.159109422,170.76,-1.56,-0.041280762,36.23
Bronx,10/8/2020,63,1.369565217,1.91,0.028528753,68.86,5.74,0.048105934,125.06,1.26,0.011234953,113.41,-1.56,-0.041280762,36.23
Erie,10/8/2020,21,0.617647059,2.98,0.04144069,74.89,7.78,0.062686327,131.89,10.96,0.066067876,176.85,-1.56,-0.041280762,36.23
Kings,10/8/2020,273,1.459893048,2.4,0.036742192,67.72,4.93,0.040994512,125.19,3.65,0.036178016,104.54,-1.56,-0.041280762,36.23
Monroe,10/8/2020,32,1.777777778,5.64,0.104599407,59.56,7.45,0.057999221,135.9,10.7,0.082510796,140.38,-1.56,-0.041280762,36.23
Nassau,10/8/2020,16,0.129032258,1.12,0.017388604,65.53,6.18,0.050969072,127.43,10.89,0.086634845,136.59,-1.56,-0.041280762,36.23
New York,10/8/2020,75,2.272727273,4.6,0.13267955,39.27,6.82,0.103521554,72.7,4.59,0.10787309,47.14,-1.56,-0.041280762,36.23
Onondaga,10/8/2020,-10,-0.23255814,6.94,0.082520809,91.04,10.21,0.077377795,142.16,19.63,0.18587255,125.24,-1.56,-0.041280762,36.23
Queens,10/8/2020,113,1.097087379,2.59,0.044205496,61.18,6.37,0.057382218,117.38,3.57,0.03522447,104.92,-1.56,-0.041280762,36.23
Richmond,10/8/2020,8,0.216216216,-4.65,-0.062693812,69.52,3.79,0.029830775,130.84,-4.97,-0.038515189,124.07,-1.56,-0.041280762,36.23
Suffolk,10/8/2020,-2,-0.018348624,5.8,0.076923077,81.2,4.21,0.032487075,133.8,17.95,0.109954058,181.2,-1.56,-0.041280762,36.23
Westchester,10/8/2020,5,0.081967213,-1.17,-0.017269373,66.58,7.43,0.064024128,123.48,9.98,0.083879644,128.96,-1.56,-0.041280762,36.23
Albany,10/9/2020,-1,-0.055555556,9.42,0.093156646,110.54,20.04,0.137250873,166.05,39.92,0.233778402,210.68,7.91,0.218327353,44.14
Bronx,10/9/2020,-31,-0.28440367,8.37,0.121550973,77.23,23.91,0.19118823,148.97,20.72,0.182699938,134.13,7.91,0.218327353,44.14
Erie,10/9/2020,-10,-0.181818182,1.12,0.014955268,76.01,25.39,0.192508909,157.28,33.89,0.191631326,210.74,7.91,0.218327353,44.14
Kings,10/9/2020,-179,-0.389130435,8.7,0.128470171,76.42,16.96,0.135474079,142.15,18.13,0.17342644,122.67,7.91,0.218327353,44.14
Monroe,10/9/2020,-17,-0.34,8.66,0.145399597,68.22,28.45,0.209345107,164.35,39.05,0.278173529,179.43,7.91,0.218327353,44.14
Nassau,10/9/2020,-60,-0.428571429,7.92,0.120860675,73.45,25.39,0.199246645,152.82,30.83,0.225711985,167.42,7.91,0.218327353,44.14
New York,10/9/2020,-24,-0.222222222,7.88,0.200662083,47.15,18.81,0.258734525,91.51,16.49,0.349809079,63.63,7.91,0.218327353,44.14
Onondaga,10/9/2020,-9,-0.272727273,4.91,0.053932337,95.95,30.45,0.214195273,172.61,25.95,0.207202172,151.19,7.91,0.218327353,44.14
Queens,10/9/2020,-52,-0.240740741,5.53,0.090389016,66.71,19.92,0.169705231,137.3,17.24,0.164315669,122.16,7.91,0.218327353,44.14
Richmond,10/9/2020,-11,-0.244444444,11.2,0.161104718,80.72,25.47,0.19466524,156.31,27.24,0.219553478,151.31,7.91,0.218327353,44.14
Suffolk,10/9/2020,-18,-0.168224299,12.81,0.157758621,94.01,25.13,0.187817638,158.93,34.1,0.188189845,215.3,7.91,0.218327353,44.14
Westchester,10/9/2020,11,0.166666667,9.65,0.14493842,76.23,26.39,0.213718821,149.87,23.89,0.185251241,152.85,7.91,0.218327353,44.14
Albany,10/13/2020,9,0.818181818,2.59,0.025990968,102.24,-12.48,-0.101504677,110.47,-3.87,-0.026949861,139.73,3.47,0.163988658,24.63
Bronx,10/13/2020,-56,-0.554455446,8.22,0.145667198,64.65,9.43,0.090830283,113.25,14.81,0.168218991,102.85,3.47,0.163988658,24.63
Erie,10/13/2020,-19,-0.404255319,-1.12,-0.015931721,69.18,-0.22,-0.001782676,123.19,-2.21,-0.01326451,164.4,3.47,0.163988658,24.63
Kings,10/13/2020,-115,-0.522727273,7.32,0.138295862,60.25,10.53,0.103774515,112,15.7,0.216104611,88.35,3.47,0.163988658,24.63
Monroe,10/13/2020,5,0.15625,-3.4,-0.050640453,63.74,-4.24,-0.032673191,125.53,-0.44,-0.003277956,133.79,3.47,0.163988658,24.63
Nassau,10/13/2020,36,0.553846154,5.93,0.106693055,61.51,13.33,0.135096787,112,9.17,0.086176111,115.58,3.47,0.163988658,24.63
New York,10/13/2020,-28,-0.35443038,3.32,0.11563915,32.03,7.59,0.142964777,60.68,6.49,0.222565158,35.65,3.47,0.163988658,24.63
Onondaga,10/13/2020,8,0.285714286,12.52,0.155450708,93.06,-6.92,-0.052929478,123.82,-0.01,-9.86E-05,101.38,3.47,0.163988658,24.63
Queens,10/13/2020,-63,-0.36,6.16,0.123126124,56.19,10.15,0.107955754,104.17,13.29,0.166374562,93.17,3.47,0.163988658,24.63
Suffolk,10/13/2020,6,0.096774194,-0.68,-0.009600452,70.15,6.07,0.054892386,116.65,2.16,0.015077482,145.42,3.47,0.163988658,24.63
Westchester,10/13/2020,-44,-0.411214953,-1.12,-0.017532874,62.76,2.97,0.028489209,107.22,10.09,0.097999223,113.05,3.47,0.163988658,24.63
Albany,10/14/2020,-1,-0.05,-2.12,-0.020735524,100.12,11.48,0.103919616,121.95,10.05,0.071924426,149.78,17.59,0.714169712,42.22
Bronx,10/14/2020,1,0.022222222,7.41,0.114617169,72.06,9.07,0.0800883,122.32,13.77,0.133884298,116.62,17.59,0.714169712,42.22
Erie,10/14/2020,6,0.214285714,5.38,0.077768141,74.56,4.47,0.036285413,127.66,0.65,0.003953771,165.05,17.59,0.714169712,42.22
