County,SecondDate,Cases_Change,Cases_Change%,Cases_Level_x,Transit_Change,Transit_Change%,Transit_Level,Cases_Level_y,Driving_Change,Driving_Change%,Driving_Level,Cases_Level,Walking_Change,Walking_Change%,Walking_Level,Table_Change,Table_Change%,Table_Level
757,Monroe,2020-07-10,18,0.6428571428571429,46,6.079999999999998,0.0903283316000594,73.39,46,15.200000000000017,0.09893256964332217,168.84,46,30.039999999999992,0.19557291666666662,183.64,-9.61999999999999,-0.4266075388026604,12.930000000000007
758,Nassau,2020-07-10,26,0.6190476190476191,68,-11.009999999999998,-0.1743467933491686,52.14,68,-19.519999999999982,-0.1356309060589215,124.4,68,-38.900000000000006,-0.22735242548217421,132.2,-9.61999999999999,-0.4266075388026604,12.930000000000007
759,New York,2020-07-10,13,0.16049382716049382,94,-6.580000000000002,-0.24718256949661915,20.04,94,-9.019999999999996,-0.14258615238697434,54.24,94,-11.900000000000002,-0.35843373493975905,21.3,-9.61999999999999,-0.4266075388026604,12.930000000000007
760,Onondaga,2020-07-10,7,0.3333333333333333,28,6.549999999999997,0.09029500964984831,79.09,28,10.70999999999998,0.07030788419877883,163.04,28,-0.6700000000000017,-0.005897368189419961,112.94,-9.61999999999999,-0.4266075388026604,12.930000000000007
761,Queens,2020-07-10,-12,-0.0967741935483871,112,-12.18,-0.2217367558711087,42.75,112,-11.64,-0.09312745019601569,113.35,112,-23.810000000000002,-0.20840262582056895,90.44,-9.61999999999999,-0.4266075388026604,12.930000000000007
762,Richmond,2020-07-10,7,0.25,35,-20.230000000000004,-0.3054507020987468,46.0,35,-14.47999999999999,-0.10328102710413688,125.72,35,-21.909999999999997,-0.15254473299449975,121.72,-9.61999999999999,-0.4266075388026604,12.930000000000007
763,Suffolk,2020-07-10,12,0.24,62,-12.230000000000004,-0.12902204873931852,82.56,62,-15.22999999999999,-0.09119214418298299,151.78,62,-18.75,-0.08113370835136305,212.35,-9.61999999999999,-0.4266075388026604,12.930000000000007
764,Westchester,2020-07-10,14,0.4827586206896552,43,-4.609999999999999,-0.0729314981806676,58.6,43,-11.449999999999989,-0.08470814529851291,123.72,43,-18.349999999999994,-0.12536722005875517,128.02,-9.61999999999999,-0.4266075388026604,12.930000000000007
765,Albany,2020-07-14,16,2.6666666666666665,22,-4.239999999999995,-0.05069344811095164,79.4,22,4.1200000000000045,0.032344167059193005,131.5,22,14.929999999999978,0.10918531519672355,151.67,2.0799999999999983,0.11764705882352927,19.760000000000005
766,Bronx,2020-07-14,-26,-0.3611111111111111,46,2.1299999999999955,0.03253398503131198,67.6,46,3.9899999999999807,0.031188931446884862,131.92,46,4.110000000000014,0.035333562585969855,120.43,2.0799999999999983,0.11764705882352927,19.760000000000005
767,Erie,2020-07-14,43,1.7916666666666667,67,0.7000000000000028,0.010652868665347785,66.41,67,11.199999999999989,0.08045399037425463,150.41,67,11.590000000000003,0.06406146363033387,192.51,2.0799999999999983,0.11764705882352927,19.760000000000005
768,Kings,2020-07-14,-18,-0.18947368421052632,77,3.0899999999999963,0.05367378843147466,60.66,77,6.049999999999997,0.048237920586828235,131.47,77,6.210000000000008,0.0644859813084113,102.51,2.0799999999999983,0.11764705882352927,19.760000000000005
769,Monroe,2020-07-14,24,1.0434782608695652,47,-0.9500000000000028,-0.013590844062947107,68.95,47,10.810000000000002,0.07617504051863859,152.72,47,19.620000000000005,0.12951349924087402,171.11,2.0799999999999983,0.11764705882352927,19.760000000000005
770,Nassau,2020-07-14,22,0.46808510638297873,69,-0.8999999999999986,-0.014139827179890001,62.75,69,9.01000000000002,0.06905272838749249,139.49,69,7.210000000000008,0.04670596618513965,161.58,2.0799999999999983,0.11764705882352927,19.760000000000005
771,New York,2020-07-14,-3,-0.05660377358490566,50,1.990000000000002,0.08185931715343489,26.3,50,3.980000000000004,0.06907323845886852,61.6,50,3.520000000000003,0.11859838274932626,33.2,2.0799999999999983,0.11764705882352927,19.760000000000005
772,Onondaga,2020-07-14,19,1.0555555555555556,37,0.0,0.0,79.09,37,5.469999999999999,0.03825977477792543,148.44,37,2.299999999999997,0.02092240516692438,112.23,2.0799999999999983,0.11764705882352927,19.760000000000005
773,Queens,2020-07-14,-6,-0.06315789473684211,89,2.8700000000000045,0.053030303030303115,56.99,89,7.88000000000001,0.06919564453811038,121.76,89,5.560000000000002,0.05256192096804691,111.34,2.0799999999999983,0.11764705882352927,19.760000000000005
774,Richmond,2020-07-14,1,0.07692307692307693,14,4.010000000000005,0.0665891730322153,64.23,14,13.420000000000002,0.10607018653177365,139.94,14,16.74000000000001,0.12984796773192686,145.66,2.0799999999999983,0.11764705882352927,19.760000000000005
775,Suffolk,2020-07-14,18,0.21428571428571427,102,4.1499999999999915,0.04473911168607149,96.91,102,6.039999999999992,0.03878756742871816,161.76,102,9.789999999999992,0.04567509564243721,224.13,2.0799999999999983,0.11764705882352927,19.760000000000005
776,Westchester,2020-07-14,9,0.3,39,-2.1199999999999903,-0.0313470353393463,65.51,39,2.3700000000000045,0.01848673946957882,130.57,39,9.440000000000026,0.07210510235258194,140.36,2.0799999999999983,0.11764705882352927,19.760000000000005
777,Albany,2020-07-15,11,0.5,33,1.4699999999999989,0.0185138539042821,80.87,33,5.210000000000008,0.03961977186311793,136.71,33,-3.969999999999999,-0.026175248895628663,147.7,2.309999999999988,0.11690283400809653,22.069999999999993
778,Bronx,2020-07-15,2,0.043478260869565216,48,-0.5899999999999892,-0.008727810650887414,67.01,48,3.460000000000008,0.026228016979987934,135.38,48,-1.220000000000013,-0.010130366187827061,119.21,2.309999999999988,0.11690283400809653,22.069999999999993
779,Erie,2020-07-15,-9,-0.13432835820895522,58,-0.6299999999999955,-0.009486523113988789,65.78,58,0.03999999999999204,0.0002659397646432554,150.45,58,3.6000000000000227,0.018700327255727095,196.11,2.309999999999988,0.11690283400809653,22.069999999999993
780,Kings,2020-07-15,-17,-0.22077922077922077,60,-1.0999999999999943,-0.0181338608638311,59.56,60,-0.5200000000000102,-0.003955274967673311,130.95,60,-0.14000000000000057,-0.0013657204175202475,102.37,2.309999999999988,0.11690283400809653,22.069999999999993
781,Monroe,2020-07-15,-13,-0.2765957446808511,34,-2.019999999999996,-0.029296591733139896,66.93,34,2.0900000000000034,0.013685175484546905,154.81,34,-7.860000000000014,-0.04593536321664434,163.25,2.309999999999988,0.11690283400809653,22.069999999999993
782,Nassau,2020-07-15,-30,-0.43478260869565216,39,1.4000000000000057,0.022310756972111646,64.15,39,-0.4900000000000091,-0.0035127966162449573,139.0,39,-4.510000000000019,-0.027911870280975484,157.07,2.309999999999988,0.11690283400809653,22.069999999999993
783,New York,2020-07-15,-6,-0.12,44,-0.07000000000000028,-0.0026615969581749157,26.23,44,2.299999999999997,0.03733766233766229,63.9,44,1.029999999999994,0.031024096385541985,34.23,2.309999999999988,0.11690283400809653,22.069999999999993
784,Onondaga,2020-07-15,-13,-0.35135135135135137,24,-9.240000000000009,-0.11682892906815032,69.85,24,7.460000000000008,0.050255995688493725,155.9,24,-0.4100000000000108,-0.003653212153613212,111.82,2.309999999999988,0.11690283400809653,22.069999999999993
785,Queens,2020-07-15,-17,-0.19101123595505617,72,-1.5300000000000011,-0.026846815230742255,55.46,72,-1.3900000000000006,-0.011415900131406049,120.37,72,0.29999999999999716,0.002694449434165593,111.64,2.309999999999988,0.11690283400809653,22.069999999999993
786,Richmond,2020-07-15,-1,-0.07142857142857142,13,0.9500000000000028,0.014790596294566445,65.18,13,-1.509999999999991,-0.01079033871659276,138.43,13,-7.280000000000001,-0.049979404091720456,138.38,2.309999999999988,0.11690283400809653,22.069999999999993
787,Suffolk,2020-07-15,-49,-0.4803921568627451,53,-2.269999999999996,-0.023423795273965493,94.64,53,1.6899999999999977,0.010447576656775457,163.45,53,3.5600000000000023,0.015883638959532424,227.69,2.309999999999988,0.11690283400809653,22.069999999999993
788,Westchester,2020-07-15,-11,-0.28205128205128205,28,-0.5400000000000063,-0.00824301633338431,64.97,28,2.3799999999999955,0.018227770544535463,132.95,28,-0.5500000000000114,-0.003918495297805723,139.81,2.309999999999988,0.11690283400809653,22.069999999999993
789,Albany,2020-07-16,-23,-0.696969696969697,10,-6.530000000000001,-0.08074687770495859,74.34,10,-2.5999999999999943,-0.019018360032184874,134.11,10,-1.1299999999999955,-0.007650643195666862,146.57,2.0,0.0906207521522429,24.069999999999993
790,Bronx,2020-07-16,65,1.3541666666666667,113,-1.1600000000000108,-0.017310849126996132,65.85,113,1.9000000000000057,0.014034569360319145,137.28,113,3.030000000000001,0.02541733076084222,122.24,2.0,0.0906207521522429,24.069999999999993
791,Erie,2020-07-16,-22,-0.3793103448275862,36,-7.730000000000004,-0.11751292186074801,58.05,36,-13.619999999999976,-0.09052841475573264,136.83,36,-23.140000000000015,-0.11799500280454854,172.97,2.0,0.0906207521522429,24.069999999999993
792,Kings,2020-07-16,67,1.1166666666666667,127,0.23999999999999488,0.0040295500335794975,59.8,127,1.7900000000000205,0.013669339442535476,132.74,127,0.7399999999999949,0.007228680277424977,103.11,2.0,0.0906207521522429,24.069999999999993
793,Monroe,2020-07-16,2,0.058823529411764705,36,-11.760000000000005,-0.1757059614522636,55.17,36,-14.449999999999989,-0.09334022349977385,140.36,36,-28.610000000000014,-0.17525267993874435,134.64,2.0,0.0906207521522429,24.069999999999993
794,Nassau,2020-07-16,5,0.1282051282051282,44,-0.5900000000000034,-0.009197194076383529,63.56,44,7.5800000000000125,0.05453237410071952,146.58,44,7.010000000000019,0.04462978289934437,164.08,2.0,0.0906207521522429,24.069999999999993
795,New York,2020-07-16,39,0.8863636363636364,83,0.379999999999999,0.014487228364468129,26.61,83,0.8900000000000077,0.013928012519561935,64.79,83,0.5200000000000031,0.015191352614665591,34.75,2.0,0.0906207521522429,24.069999999999993
796,Onondaga,2020-07-16,-2,-0.08333333333333333,22,-0.769999999999996,-0.011023622047244039,69.08,22,-9.240000000000009,-0.059268762026940404,146.66,22,-7.779999999999987,-0.069576104453586,104.04,2.0,0.0906207521522429,24.069999999999993
797,Queens,2020-07-16,74,1.0277777777777777,146,-1.1899999999999977,-0.02145690587811031,54.27,146,2.8599999999999994,0.02376007310791725,123.23,146,3.5600000000000023,0.03188821211035473,115.2,2.0,0.0906207521522429,24.069999999999993
798,Richmond,2020-07-16,24,1.8461538461538463,37,-2.460000000000008,-0.03774163853942939,62.72,37,2.259999999999991,0.016325940908762486,140.69,37,8.730000000000018,0.06308715132244558,147.11,2.0,0.0906207521522429,24.069999999999993
799,Suffolk,2020-07-16,13,0.24528301886792453,66,4.700000000000003,0.04966187658495354,99.34,66,5.730000000000018,0.03505659223003988,169.18,66,5.319999999999993,0.02336510167332774,233.01,2.0,0.0906207521522429,24.069999999999993
800,Albany,2020-07-17,10,1.0,20,12.950000000000003,0.17419962335216577,87.29,20,14.70999999999998,0.10968607859220027,148.82,20,25.930000000000007,0.1769120556730573,172.5,1.5700000000000074,0.06522642293311208,25.64
801,Bronx,2020-07-17,-39,-0.34513274336283184,74,1.690000000000012,0.02566438876233883,67.54,74,13.210000000000008,0.09622668997669004,150.49,74,8.16000000000001,0.06675392670157076,130.4,1.5700000000000074,0.06522642293311208,25.64
802,Erie,2020-07-17,19,0.5277777777777778,55,5.330000000000005,0.09181739879414308,63.38,55,33.76999999999998,0.24680260176861785,170.6,55,45.18000000000001,0.26120136439845065,218.15,1.5700000000000074,0.06522642293311208,25.64
803,Kings,2020-07-17,-13,-0.10236220472440945,114,-0.20999999999999375,-0.0035117056856186248,59.59,114,9.609999999999985,0.07239716739490722,142.35,114,2.700000000000003,0.02618562700029098,105.81,1.5700000000000074,0.06522642293311208,25.64
804,Nassau,2020-07-17,5,0.11363636363636363,49,-3.219999999999999,-0.05066079295154183,60.34,49,0.5,0.003411106562969027,147.08,49,1.759999999999991,0.01072647489029736,165.84,1.5700000000000074,0.06522642293311208,25.64
805,New York,2020-07-17,3,0.03614457831325301,86,1.120000000000001,0.04208944006012781,27.73,86,5.349999999999994,0.08257447136903834,70.14,86,1.0900000000000034,0.03136690647482024,35.84,1.5700000000000074,0.06522642293311208,25.64
806,Onondaga,2020-07-17,-7,-0.3181818181818182,15,9.820000000000007,0.14215402431962954,78.9,15,22.77000000000001,0.15525705713896093,169.43,15,17.779999999999987,0.17089580930411366,121.82,1.5700000000000074,0.06522642293311208,25.64
807,Queens,2020-07-17,-21,-0.14383561643835616,125,-0.13000000000000256,-0.0023954302561268207,54.14,125,9.519999999999996,0.07725391544266814,132.75,125,9.25,0.08029513888888888,124.45,1.5700000000000074,0.06522642293311208,25.64
808,Richmond,2020-07-17,-18,-0.4864864864864865,19,-2.9099999999999966,-0.04639668367346934,59.81,19,7.0800000000000125,0.05032340607008325,147.77,19,-0.020000000000010232,-0.0001359526884644839,147.09,1.5700000000000074,0.06522642293311208,25.64
809,Suffolk,2020-07-17,-17,-0.25757575757575757,49,-2.6000000000000085,-0.02617274008455817,96.74,49,6.099999999999994,0.03605627142688257,175.28,49,14.210000000000008,0.06098450710269949,247.22,1.5700000000000074,0.06522642293311208,25.64
810,Westchester,2020-07-17,13,0.4642857142857143,41,2.210000000000008,0.0344881398252186,66.29,41,7.22999999999999,0.052924383280872477,143.84,41,6.760000000000019,0.04691186675919514,150.86,1.5700000000000074,0.06522642293311208,25.64
811,Albany,2020-07-21,25,6.25,29,2.5900000000000034,0.03216592151018385,83.11,29,3.740000000000009,0.02888476984862534,133.22,29,13.140000000000015,0.09694555112881817,148.68,2.0500000000000114,0.10956707642971737,20.760000000000005
812,Bronx,2020-07-21,-22,-0.27848101265822783,57,0.28000000000000114,0.0042117930204572974,66.76,57,0.9399999999999977,0.007078313253012031,133.74,57,1.0600000000000023,0.00916162489196199,116.76,2.0500000000000114,0.10956707642971737,20.760000000000005
813,Erie,2020-07-21,49,4.454545454545454,60,0.269999999999996,0.004113345521023705,65.91,60,3.6599999999999966,0.025244861360187592,148.64,60,-7.550000000000011,-0.039279954216742165,184.66,2.0500000000000114,0.10956707642971737,20.760000000000005
814,Kings,2020-07-21,-45,-0.41284403669724773,64,3.1000000000000014,0.05152925531914896,63.26,64,4.299999999999997,0.0337970604417197,131.53,64,7.8700000000000045,0.08557138197238234,99.84,2.0500000000000114,0.10956707642971737,20.760000000000005
815,Monroe,2020-07-21,9,0.42857142857142855,30,-3.75,-0.05553087516659262,63.78,30,4.909999999999997,0.03371095090971504,150.56,30,5.449999999999989,0.03496727832670338,161.31,2.0500000000000114,0.10956707642971737,20.760000000000005
816,Nassau,2020-07-21,-5,-0.08928571428571429,51,0.17999999999999972,0.002829298962590376,63.8,51,9.509999999999991,0.07305269626670756,139.69,51,13.960000000000008,0.0972144846796658,157.56,2.0500000000000114,0.10956707642971737,20.760000000000005
817,New York,2020-07-21,-74,-0.6548672566371682,39,2.25,0.08974870362983646,27.32,39,4.1200000000000045,0.07058420421449382,62.49,39,4.109999999999999,0.14335542378793162,32.78,2.0500000000000114,0.10956707642971737,20.760000000000005
818,Onondaga,2020-07-21,10,0.8333333333333334,22,-6.070000000000007,-0.07925316620968804,70.52,22,2.780000000000001,0.018965752490107797,149.36,22,8.63000000000001,0.08118532455315156,114.93,2.0500000000000114,0.10956707642971737,20.760000000000005
819,Queens,2020-07-21,-59,-0.5130434782608696,56,1.9599999999999937,0.03498750446269178,57.98,56,4.160000000000011,0.035986159169550266,119.76,56,6.5,0.0634765625,108.9,2.0500000000000114,0.10956707642971737,20.760000000000005
820,Richmond,2020-07-21,-3,-0.13043478260869565,20,1.9699999999999989,0.0317793192450395,63.96,20,8.680000000000007,0.0674541498290333,137.36,20,17.049999999999983,0.13183329467254296,146.38,2.0500000000000114,0.10956707642971737,20.760000000000005
821,Suffolk,2020-07-21,49,1.6333333333333333,79,-7.010000000000005,-0.07244729226953292,89.75,79,6.030000000000001,0.03879310344827587,161.47,79,3.890000000000015,0.018500903643108604,214.15,2.0500000000000114,0.10956707642971737,20.760000000000005
822,Albany,2020-07-22,-11,-0.3793103448275862,18,-9.480000000000004,-0.11406569606545547,73.63,18,0.36000000000001364,0.0027022969524096506,133.58,18,-4.950000000000017,-0.03329297820823256,143.73,-3.8800000000000097,-0.18689788053949946,16.879999999999995
823,Bronx,2020-07-22,-11,-0.19298245614035087,46,-4.210000000000008,-0.06306171360095877,62.55,46,-5.340000000000003,-0.03992821893225664,128.4,46,-6.920000000000002,-0.059266872216512514,109.84,-3.8800000000000097,-0.18689788053949946,16.879999999999995
824,Erie,2020-07-22,-31,-0.5166666666666667,29,-6.109999999999999,-0.09270216962524655,59.8,29,-4.069999999999993,-0.027381593110871863,144.57,29,-1.1699999999999875,-0.006335968807538111,183.49,-3.8800000000000097,-0.18689788053949946,16.879999999999995
825,Kings,2020-07-22,-18,-0.28125,46,-5.75,-0.09089472020233956,57.51,46,-4.340000000000003,-0.03299627461415649,127.19,46,-11.820000000000007,-0.11838942307692314,88.02,-3.8800000000000097,-0.18689788053949946,16.879999999999995
826,Monroe,2020-07-22,10,0.3333333333333333,40,-0.39000000000000057,-0.006114769520225785,63.39,40,-5.390000000000015,-0.03579968119022327,145.17,40,-10.009999999999991,-0.06205442935961807,151.3,-3.8800000000000097,-0.18689788053949946,16.879999999999995
827,Nassau,2020-07-22,-15,-0.29411764705882354,36,-0.0899999999999963,-0.0014106583072099736,63.71,36,-3.2299999999999898,-0.023122628677786455,136.46,36,-9.610000000000014,-0.06099263772531108,147.95,-3.8800000000000097,-0.18689788053949946,16.879999999999995
828,Onondaga,2020-07-22,-8,-0.36363636363636365,14,-3.280000000000001,-0.046511627906976764,67.24,14,-2.8500000000000227,-0.019081414033208507,146.51,14,-7.820000000000007,-0.06804141651440013,107.11,-3.8800000000000097,-0.18689788053949946,16.879999999999995
829,Queens,2020-07-22,-4,-0.07142857142857142,52,-5.169999999999995,-0.08916867885477742,52.81,52,-2.3500000000000085,-0.01962257849031403,117.41,52,-13.310000000000002,-0.12222222222222223,95.59,-3.8800000000000097,-0.18689788053949946,16.879999999999995
830,Richmond,2020-07-22,-2,-0.1,18,-5.230000000000004,-0.08176985616010013,58.73,18,-6.610000000000014,-0.04812172393709969,130.75,18,-14.509999999999991,-0.09912556360158485,131.87,-3.8800000000000097,-0.18689788053949946,16.879999999999995
831,Suffolk,2020-07-22,-33,-0.4177215189873418,46,-2.6200000000000045,-0.029192200557103115,87.13,46,-1.8000000000000114,-0.011147581594104238,159.67,46,2.4399999999999977,0.011393882792435198,216.59,-3.8800000000000097,-0.18689788053949946,16.879999999999995
832,Westchester,2020-07-22,13,0.3611111111111111,49,-1.5900000000000034,-0.02494117647058829,62.16,49,-0.1599999999999966,-0.001226147597517025,130.33,49,-0.4800000000000182,-0.0035069774238329667,136.39,-3.8800000000000097,-0.18689788053949946,16.879999999999995
833,Albany,2020-07-23,14,0.7777777777777778,32,-1.8799999999999955,-0.025533070759201353,71.75,32,0.6399999999999864,0.004791136397664218,134.22,32,-3.0600000000000023,-0.021289918597370085,140.67,3.0200000000000102,0.17890995260663572,19.900000000000006
834,Bronx,2020-07-23,52,1.1304347826086956,98,2.5,0.039968025579536375,65.05,98,4.469999999999999,0.03481308411214952,132.87,98,10.530000000000001,0.09586671522214131,120.37,3.0200000000000102,0.17890995260663572,19.900000000000006
835,Erie,2020-07-23,23,0.7931034482758621,52,4.590000000000003,0.07675585284280942,64.39,52,9.830000000000013,0.06799474303105771,154.4,52,20.060000000000002,0.10932475884244373,203.55,3.0200000000000102,0.17890995260663572,19.900000000000006
836,Kings,2020-07-23,49,1.065217391304348,95,0.3200000000000003,0.0055642496957051,57.83,95,3.8000000000000114,0.029876562622847797,130.99,95,8.060000000000002,0.09157009770506706,96.08,3.0200000000000102,0.17890995260663572,19.900000000000006
837,Monroe,2020-07-23,-21,-0.525,19,1.9000000000000057,0.029973181889888085,65.29,19,9.660000000000025,0.06654267410622047,154.83,19,13.369999999999976,0.08836748182419019,164.67,3.0200000000000102,0.17890995260663572,19.900000000000006
838,Nassau,2020-07-23,15,0.4166666666666667,51,-4.090000000000003,-0.06419714330560357,59.62,51,2.780000000000001,0.020372270262347947,139.24,51,7.939999999999998,0.053666779317336925,155.89,3.0200000000000102,0.17890995260663572,19.900000000000006
839,New York,2020-07-23,46,1.1794871794871795,85,0.3200000000000003,0.012738853503184724,25.44,85,2.3799999999999955,0.039228613812427815,63.05,85,2.3099999999999987,0.0795728556665518,31.34,3.0200000000000102,0.17890995260663572,19.900000000000006
840,Onondaga,2020-07-23,4,0.2857142857142857,18,5.300000000000011,0.07882212968471165,72.54,18,8.439999999999998,0.057606989284007905,154.95,18,8.489999999999995,0.0792643077210344,115.6,3.0200000000000102,0.17890995260663572,19.900000000000006
841,Queens,2020-07-23,67,1.2884615384615385,119,1.259999999999998,0.023859117591365234,54.07,119,3.299999999999997,0.02810663486926154,120.71,119,10.349999999999994,0.1082749241552463,105.94,3.0200000000000102,0.17890995260663572,19.900000000000006
842,Richmond,2020-07-23,15,0.8333333333333334,33,2.3000000000000043,0.03916226800612982,61.03,33,8.719999999999999,0.06669216061185468,139.47,33,6.6699999999999875,0.05058011678167883,138.54,3.0200000000000102,0.17890995260663572,19.900000000000006
843,Suffolk,2020-07-23,48,1.0434782608695652,94,-2.219999999999999,-0.025479169057729817,84.91,94,4.510000000000019,0.028245756873551825,164.18,94,-1.460000000000008,-0.006740846761161679,215.13,3.0200000000000102,0.17890995260663572,19.900000000000006
844,Westchester,2020-07-23,-18,-0.3673469387755102,31,3.430000000000007,0.05518018018018029,65.59,31,3.579999999999984,0.02746873321568314,133.91,31,5.0,0.03665957914803138,141.39,3.0200000000000102,0.17890995260663572,19.900000000000006
845,Albany,2020-07-24,-7,-0.21875,25,9.89,0.1378397212543554,81.64,25,18.930000000000007,0.1410371032632991,153.15,25,27.890000000000015,0.19826544394682602,168.56,5.939999999999998,0.29849246231155757,25.840000000000003
846,Bronx,2020-07-24,-24,-0.24489795918367346,74,6.0,0.09223674096848579,71.05,74,22.090000000000003,0.16625272823060136,154.96,74,15.280000000000001,0.1269419290520894,135.65,5.939999999999998,0.29849246231155757,25.840000000000003
847,Erie,2020-07-24,-5,-0.09615384615384616,47,4.950000000000003,0.07687529119428486,69.34,47,17.97999999999999,0.11645077720207248,172.38,47,18.289999999999992,0.08985507246376807,221.84,5.939999999999998,0.29849246231155757,25.840000000000003
848,Kings,2020-07-24,-13,-0.1368421052631579,82,2.8500000000000014,0.049282379387860994,60.68,82,10.620000000000005,0.08107489121306972,141.61,82,8.570000000000007,0.08919650291423821,104.65,5.939999999999998,0.29849246231155757,25.840000000000003
849,Monroe,2020-07-24,7,0.3684210526315789,26,4.0,0.06126512482769183,69.29,26,18.109999999999985,0.11696699606019495,172.94,26,18.02000000000001,0.10943098317847824,182.69,5.939999999999998,0.29849246231155757,25.840000000000003
850,Nassau,2020-07-24,-7,-0.13725490196078433,44,-0.46999999999999886,-0.007883260650788306,59.15,44,6.289999999999992,0.045173800632002235,145.53,44,8.710000000000008,0.05587273077169805,164.6,5.939999999999998,0.29849246231155757,25.840000000000003
851,New York,2020-07-24,-12,-0.1411764705882353,73,2.8299999999999983,0.11124213836477981,28.27,73,9.680000000000007,0.15352894528152272,72.73,73,4.66,0.14869176770899808,36.0,5.939999999999998,0.29849246231155757,25.840000000000003
852,Onondaga,2020-07-24,-2,-0.1111111111111111,16,1.4499999999999886,0.01998897160187467,73.99,16,19.55000000000001,0.12616973217166835,174.5,16,19.629999999999995,0.16980968858131484,135.23,5.939999999999998,0.29849246231155757,25.840000000000003
853,Queens,2020-07-24,-12,-0.10084033613445378,107,0.6300000000000026,0.0116515627889773,54.7,107,10.590000000000018,0.0877309253582969,131.3,107,9.210000000000008,0.08693600151028892,115.15,5.939999999999998,0.29849246231155757,25.840000000000003
854,Richmond,2020-07-24,-12,-0.36363636363636365,21,-3.480000000000004,-0.05702113714566613,57.55,21,6.5,0.046605004660500465,145.97,21,6.469999999999999,0.04670131370001443,145.01,5.939999999999998,0.29849246231155757,25.840000000000003
855,Suffolk,2020-07-24,-36,-0.3829787234042553,58,8.590000000000003,0.10116594040749033,93.5,58,12.030000000000001,0.07327323669143623,176.21,58,32.66,0.1518151815181518,247.79,5.939999999999998,0.29849246231155757,25.840000000000003
856,Westchester,2020-07-24,2,0.06451612903225806,33,2.539999999999992,0.03872541545967361,68.13,33,16.379999999999995,0.12232096184004179,150.29,33,10.130000000000024,0.07164580239055113,151.52,5.939999999999998,0.29849246231155757,25.840000000000003
857,Albany,2020-07-28,13,6.5,15,2.3500000000000085,0.02975060134194213,81.34,15,4.699999999999989,0.03647935423781425,133.54,15,-0.4099999999999966,-0.002953464918599601,138.41,1.6800000000000068,0.09017713365539491,20.310000000000002
858,Bronx,2020-07-28,-48,-0.631578947368421,28,1.480000000000004,0.02153980497744148,70.19,28,1.6500000000000057,0.01221860189573464,136.69,28,3.280000000000001,0.028222336947169174,119.5,1.6800000000000068,0.09017713365539491,20.310000000000002
859,Erie,2020-07-28,11,0.4230769230769231,37,3.2700000000000102,0.04807409585416069,71.29,37,9.900000000000006,0.06981171990691774,151.71,37,11.810000000000002,0.06706797660287354,187.9,1.6800000000000068,0.09017713365539491,20.310000000000002
860,Kings,2020-07-28,-33,-0.4520547945205479,40,-1.0600000000000023,-0.01665619107479576,62.58,40,2.170000000000016,0.016469338190649788,133.93,40,4.610000000000014,0.047861295681063266,100.93,1.6800000000000068,0.09017713365539491,20.310000000000002
861,Monroe,2020-07-28,-17,-0.5862068965517241,12,4.179999999999993,0.06684791300175903,66.71,12,12.780000000000001,0.0909932360270559,153.23,12,27.819999999999993,0.19605355884425646,169.72,1.6800000000000068,0.09017713365539491,20.310000000000002
862,Nassau,2020-07-28,-15,-0.2631578947368421,42,-3.5400000000000063,-0.05429447852760746,61.66,42,1.039999999999992,0.007499278915488837,139.72,42,0.8499999999999943,0.0055862250262880804,153.01,1.6800000000000068,0.09017713365539491,20.310000000000002
863,New York,2020-07-28,-23,-0.3898305084745763,36,0.4599999999999973,0.016930437983069462,27.63,36,2.0700000000000003,0.033527696793002916,63.81,36,1.5400000000000027,0.04920127795527165,32.84,1.6800000000000068,0.09017713365539491,20.310000000000002
864,Onondaga,2020-07-28,12,1.3333333333333333,21,-4.6200000000000045,-0.06343539750102986,68.21,21,8.939999999999998,0.06193709297492031,153.28,21,6.510000000000005,0.06281358548822853,110.15,1.6800000000000068,0.09017713365539491,20.310000000000002
865,Queens,2020-07-28,-26,-0.3333333333333333,52,-0.5,-0.008373806732540613,59.21,52,-0.6700000000000017,-0.005434341795766093,122.62,52,0.009999999999990905,9.246417013398894e-05,108.16,1.6800000000000068,0.09017713365539491,20.310000000000002
866,Richmond,2020-07-28,-18,-0.5806451612903226,13,0.9500000000000028,0.014486123818237311,66.53,13,3.1999999999999886,0.023859230539815004,137.32,13,9.280000000000001,0.06860860564838091,144.54,1.6800000000000068,0.09017713365539491,20.310000000000002
867,Suffolk,2020-07-28,-27,-0.32142857142857145,57,-2.1400000000000006,-0.023531999120299105,88.8,57,0.8600000000000136,0.005381053685396156,160.68,57,-5.240000000000009,-0.024043314673763465,212.7,1.6800000000000068,0.09017713365539491,20.310000000000002
868,Westchester,2020-07-28,17,0.7727272727272727,39,-2.030000000000001,-0.02989690721649486,65.87,39,0.9499999999999886,0.0072713356295444976,131.6,39,-1.289999999999992,-0.009487386923586028,134.68,1.6800000000000068,0.09017713365539491,20.310000000000002
869,Albany,2020-07-29,-3,-0.2,12,1.5300000000000011,0.01880993361199903,82.87,12,5.920000000000016,0.04433128650591595,139.46,12,6.22999999999999,0.04501119861281692,144.64,4.590000000000003,0.22599704579025126,24.900000000000006
