County,SecondDate,Cases_Change,Cases_Change%,Cases_Level_x,Transit_Change,Transit_Change%,Transit_Level,Cases_Level_y,Driving_Change,Driving_Change%,Driving_Level,Cases_Level,Walking_Change,Walking_Change%,Walking_Level,Table_Change,Table_Change%,Table_Level
2173,Suffolk,2021-02-10,-173,-0.24297752808988765,539,2.1200000000000045,0.0361035422343325,60.84,539,7.079999999999998,0.073604324773885,103.27,539,6.72999999999999,0.05138581354508658,137.7,4.969999999999999,0.3562724014336916,18.92
2174,Westchester,2021-02-10,-54,-0.11764705882352941,405,2.5799999999999983,0.044947735191637604,59.98,405,15.58999999999999,0.19443751558992253,95.77,405,13.930000000000007,0.15341409691629965,104.73,4.969999999999999,0.3562724014336916,18.92
2175,Albany,2021-02-11,25,0.36764705882352944,93,-0.8800000000000097,-0.00939167556029893,92.82,93,2.6700000000000017,0.026488095238095255,103.47,93,-4.159999999999997,-0.036335051096165576,110.33,1.019999999999996,0.053911205073995556,19.939999999999998
2176,Bronx,2021-02-11,599,1.0620567375886525,1163,2.8100000000000023,0.042223891810668705,69.36,1163,-1.5600000000000023,-0.014503532911863168,106.0,1163,-1.1200000000000045,-0.010769230769230812,102.88,1.019999999999996,0.053911205073995556,19.939999999999998
2177,Erie,2021-02-11,38,0.10857142857142857,388,5.930000000000007,0.09766139657444017,66.65,388,4.070000000000007,0.03982777179763194,106.26,388,5.849999999999994,0.04431818181818178,137.85,1.019999999999996,0.053911205073995556,19.939999999999998
2178,Kings,2021-02-11,707,0.8070776255707762,1583,-2.049999999999997,-0.031660231660231616,62.7,1583,-0.6200000000000045,-0.00590644946175102,104.35,1583,-2.180000000000007,-0.02556884822894683,83.08,1.019999999999996,0.053911205073995556,19.939999999999998
2179,Monroe,2021-02-11,1,0.004901960784313725,205,-1.25,-0.02687594065792303,45.26,205,3.530000000000001,0.033580669710806706,108.65,205,1.1500000000000057,0.010616691285081295,109.47,1.019999999999996,0.053911205073995556,19.939999999999998
2180,Nassau,2021-02-11,353,0.6236749116607774,919,-1.3299999999999983,-0.02416424418604648,53.71,919,0.09000000000000341,0.0009062531467123493,99.4,919,1.0500000000000114,0.009512592861025652,111.43,1.019999999999996,0.053911205073995556,19.939999999999998
2181,New York,2021-02-11,291,0.708029197080292,702,0.5399999999999991,0.016109785202863935,34.06,702,0.01999999999999602,0.00036968576709789315,54.12,702,0.980000000000004,0.030378177309361563,33.24,1.019999999999996,0.053911205073995556,19.939999999999998
2182,Onondaga,2021-02-11,-10,-0.08130081300813008,113,6.159999999999997,0.08207861425716186,81.21,113,4.849999999999994,0.04595849521463086,110.38,113,0.5100000000000051,0.005375210792580155,95.39,1.019999999999996,0.053911205073995556,19.939999999999998
2183,Queens,2021-02-11,618,0.824,1368,-0.28999999999999915,-0.0052919708029196925,54.51,1368,-2.9299999999999926,-0.030806434654610373,92.18,1368,-5.660000000000011,-0.06523743660673133,81.1,1.019999999999996,0.053911205073995556,19.939999999999998
2184,Richmond,2021-02-11,126,0.7078651685393258,304,-0.6199999999999974,-0.010210803689064516,60.1,304,1.4099999999999966,0.013808637743609799,103.52,304,-9.230000000000004,-0.08128577719066495,104.32,1.019999999999996,0.053911205073995556,19.939999999999998
2185,Suffolk,2021-02-11,289,0.536178107606679,828,-2.970000000000006,-0.048816568047337375,57.87,828,-0.7299999999999898,-0.007068848649171975,102.54,828,-5.489999999999981,-0.0398692810457515,132.21,1.019999999999996,0.053911205073995556,19.939999999999998
2186,Westchester,2021-02-11,270,0.6666666666666666,675,-0.10999999999999943,-0.0018339446482160625,59.87,675,0.2400000000000091,0.002506003967839711,96.01,675,-1.8800000000000097,-0.01795092141697708,102.85,1.019999999999996,0.053911205073995556,19.939999999999998
2187,Albany,2021-02-12,-9,-0.0967741935483871,84,5.1200000000000045,0.0551605257487611,97.94,84,17.620000000000005,0.17029090557649565,121.09,84,35.83,0.32475301368621406,146.16,3.1200000000000045,0.15646940822467426,23.060000000000002
2188,Bronx,2021-02-12,-112,-0.09630266552020636,1051,4.320000000000007,0.06228373702422156,73.68,1051,18.950000000000003,0.1787735849056604,124.95,1051,16.11,0.15659020217729394,118.99,3.1200000000000045,0.15646940822467426,23.060000000000002
2189,Erie,2021-02-12,-57,-0.14690721649484537,331,-0.2400000000000091,-0.0036009002250564004,66.41,331,17.569999999999993,0.1653491436100131,123.83,331,27.30000000000001,0.19804134929270956,165.15,3.1200000000000045,0.15646940822467426,23.060000000000002
2190,Kings,2021-02-12,-303,-0.1914087176247631,1280,9.39,0.14976076555023923,72.09,1280,12.960000000000008,0.1241974125539052,117.31,1280,13.689999999999998,0.16478093403948,96.77,3.1200000000000045,0.15646940822467426,23.060000000000002
2191,Monroe,2021-02-12,-45,-0.21951219512195122,160,1.980000000000004,0.043747238179407955,47.24,160,19.609999999999985,0.18048780487804864,128.26,160,18.69999999999999,0.1708230565451721,128.17,3.1200000000000045,0.15646940822467426,23.060000000000002
2192,Nassau,2021-02-12,-171,-0.18607181719260066,748,10.04,0.18692980822938,63.75,748,20.299999999999997,0.204225352112676,119.7,748,24.549999999999983,0.22031768823476605,135.98,3.1200000000000045,0.15646940822467426,23.060000000000002
2193,New York,2021-02-12,-39,-0.05555555555555555,663,9.839999999999996,0.2889019377568995,43.9,663,18.589999999999996,0.34349593495934955,72.71,663,15.719999999999999,0.4729241877256317,48.96,3.1200000000000045,0.15646940822467426,23.060000000000002
2194,Onondaga,2021-02-12,-19,-0.168141592920354,94,14.840000000000003,0.1827361162418422,96.05,94,20.890000000000015,0.18925529987316558,131.27,94,19.959999999999994,0.20924625222769674,115.35,3.1200000000000045,0.15646940822467426,23.060000000000002
2195,Queens,2021-02-12,-167,-0.12207602339181287,1201,5.399999999999999,0.09906439185470553,59.91,1201,14.879999999999995,0.161423302234758,107.06,1201,17.200000000000003,0.21208384710234285,98.3,3.1200000000000045,0.15646940822467426,23.060000000000002
2196,Richmond,2021-02-12,-7,-0.023026315789473683,297,1.6700000000000017,0.02778702163061567,61.77,297,17.39,0.1679868624420402,120.91,297,22.27000000000001,0.21347776073619643,126.59,3.1200000000000045,0.15646940822467426,23.060000000000002
2197,Suffolk,2021-02-12,-18,-0.021739130434782608,810,11.369999999999997,0.19647485743908757,69.24,810,19.519999999999996,0.19036473571289247,122.06,810,32.47,0.24559413054988274,164.68,3.1200000000000045,0.15646940822467426,23.060000000000002
2198,Westchester,2021-02-12,-155,-0.22962962962962963,520,2.0800000000000054,0.034741940871889185,61.95,520,18.64999999999999,0.19425059889594823,114.66,520,20.49000000000001,0.19922216820612554,123.34,3.1200000000000045,0.15646940822467426,23.060000000000002
2199,Albany,2021-02-16,6,0.11764705882352941,57,15.89,0.21223453986910645,90.76,57,-2.4299999999999926,-0.029018390255552817,81.31,57,8.100000000000009,0.08902077151335322,99.09,-4.639999999999986,-0.1304470059038512,30.930000000000007
2200,Bronx,2021-02-16,-102,-0.13127413127413126,675,9.290000000000006,0.1628396143733568,66.34,675,16.150000000000006,0.19150954583185112,100.48,675,14.89,0.18656809923568476,94.7,-4.639999999999986,-0.1304470059038512,30.930000000000007
2201,Erie,2021-02-16,10,0.05025125628140704,209,3.479999999999997,0.07354184277261194,50.8,209,-6.030000000000001,-0.06842941443486156,82.09,209,-1.7000000000000028,-0.014947683109118112,112.03,-4.639999999999986,-0.1304470059038512,30.930000000000007
2202,Kings,2021-02-16,140,0.1440329218106996,1112,2.6500000000000057,0.04458277254374168,62.09,1112,10.290000000000006,0.11848013816925743,97.14,1112,8.739999999999995,0.11894393032117576,82.22,-4.639999999999986,-0.1304470059038512,30.930000000000007
2203,Monroe,2021-02-16,-14,-0.09523809523809523,133,-2.460000000000001,-0.053935540451655356,43.15,133,-7.8500000000000085,-0.08478237390646948,84.74,133,-3.0200000000000102,-0.030813182328333945,94.99,-4.639999999999986,-0.1304470059038512,30.930000000000007
2204,Nassau,2021-02-16,-12,-0.02030456852791878,579,5.209999999999994,0.09747427502338622,58.66,579,11.769999999999996,0.14133045148895287,95.05,579,18.22999999999999,0.19282843240956196,112.77,-4.639999999999986,-0.1304470059038512,30.930000000000007
2205,New York,2021-02-16,-110,-0.18272425249169436,492,-1.3999999999999986,-0.04036908881199534,33.28,492,2.6200000000000045,0.052726906822298344,52.31,492,-0.1700000000000017,-0.004836415362731201,34.98,-4.639999999999986,-0.1304470059038512,30.930000000000007
2206,Onondaga,2021-02-16,15,0.25,75,2.789999999999992,0.036153945833873165,79.96,75,-1.0799999999999983,-0.011285266457680233,94.62,75,7.400000000000006,0.09251156394549326,87.39,-4.639999999999986,-0.1304470059038512,30.930000000000007
2207,Queens,2021-02-16,113,0.1096023278370514,1144,3.200000000000003,0.06103375929811182,55.63,1144,9.719999999999999,0.12223340040241448,89.24,1144,10.010000000000005,0.13177988414955247,85.97,-4.639999999999986,-0.1304470059038512,30.930000000000007
2208,Richmond,2021-02-16,-10,-0.0411522633744856,233,6.700000000000003,0.11680613668061372,64.06,233,8.549999999999997,0.09838895281933252,95.45,233,18.090000000000003,0.2076207965109607,105.22,-4.639999999999986,-0.1304470059038512,30.930000000000007
2209,Suffolk,2021-02-16,1,0.0019047619047619048,526,8.310000000000002,0.14723600283486893,64.75,526,10.25,0.1151685393258427,99.25,526,14.759999999999991,0.11969832130403042,138.07,-4.639999999999986,-0.1304470059038512,30.930000000000007
2210,Westchester,2021-02-16,76,0.24918032786885247,381,4.329999999999998,0.07636684303350967,61.03,381,8.310000000000002,0.10408316633266536,88.15,381,10.150000000000006,0.11180876845120076,100.93,-4.639999999999986,-0.1304470059038512,30.930000000000007
2211,Albany,2021-02-17,-15,-0.2631578947368421,42,6.709999999999994,0.07393124724548251,97.47,42,25.429999999999993,0.3127536588365514,106.74,42,24.97999999999999,0.2520940559087697,124.07,-0.4700000000000131,-0.015195602974458874,30.459999999999994
2212,Bronx,2021-02-17,-68,-0.10074074074074074,607,2.0799999999999983,0.031353632800723515,68.42,607,9.719999999999999,0.0967356687898089,110.2,607,12.590000000000003,0.13294614572333688,107.29,-0.4700000000000131,-0.015195602974458874,30.459999999999994
2213,Erie,2021-02-17,-26,-0.12440191387559808,183,8.280000000000001,0.162992125984252,59.08,183,21.89,0.2666585454988427,103.98,183,20.900000000000006,0.18655717218602166,132.93,-0.4700000000000131,-0.015195602974458874,30.459999999999994
2214,Kings,2021-02-17,-218,-0.1960431654676259,894,1.5999999999999943,0.02576904493477201,63.69,894,10.579999999999998,0.10891496808729667,107.72,894,4.219999999999999,0.05132571150571636,86.44,-0.4700000000000131,-0.015195602974458874,30.459999999999994
2215,Monroe,2021-02-17,-28,-0.21052631578947367,105,9.560000000000002,0.22155272305909623,52.71,105,27.41000000000001,0.32345999527967917,112.15,105,24.38000000000001,0.2566585956416466,119.37,-0.4700000000000131,-0.015195602974458874,30.459999999999994
2216,Nassau,2021-02-17,-41,-0.07081174438687392,538,1.730000000000004,0.02949198772587801,60.39,538,11.980000000000004,0.1260389268805892,107.03,538,5.920000000000002,0.052496231267181004,118.69,-0.4700000000000131,-0.015195602974458874,30.459999999999994
2217,New York,2021-02-17,-89,-0.18089430894308944,403,1.8599999999999994,0.05588942307692306,35.14,403,6.82,0.1303766010323074,59.13,403,1.3200000000000003,0.037735849056603786,36.3,-0.4700000000000131,-0.015195602974458874,30.459999999999994
2218,Onondaga,2021-02-17,-16,-0.21333333333333335,59,-8.47999999999999,-0.10605302651325652,71.48,59,17.47,0.1846332699217924,112.09,59,4.969999999999999,0.05687149559446159,92.36,-0.4700000000000131,-0.015195602974458874,30.459999999999994
2219,Queens,2021-02-17,-315,-0.27534965034965037,829,0.4099999999999966,0.007370124033794653,56.04,829,11.0,0.1232631107126849,100.24,829,4.820000000000007,0.056066069559148626,90.79,-0.4700000000000131,-0.015195602974458874,30.459999999999994
2220,Richmond,2021-02-17,-56,-0.24034334763948498,177,0.46999999999999886,0.0073368716827973595,64.53,177,11.129999999999995,0.11660555264536401,106.58,177,4.299999999999997,0.04086675536970155,109.52,-0.4700000000000131,-0.015195602974458874,30.459999999999994
2221,Suffolk,2021-02-17,64,0.12167300380228137,590,2.269999999999996,0.035057915057914994,67.02,590,12.5,0.12594458438287154,111.75,590,13.120000000000005,0.09502426305497215,151.19,-0.4700000000000131,-0.015195602974458874,30.459999999999994
2222,Westchester,2021-02-17,20,0.05249343832020997,401,-1.0900000000000034,-0.017860068818613854,59.94,401,14.149999999999991,0.16052183777651718,102.3,401,6.329999999999998,0.06271673437035567,107.26,-0.4700000000000131,-0.015195602974458874,30.459999999999994
2223,Albany,2021-02-18,10,0.23809523809523808,52,-1.2999999999999972,-0.013337437160151813,96.17,52,-7.159999999999997,-0.0670788832677534,99.58,52,-14.079999999999998,-0.11348432336584185,109.99,-17.239999999999995,-0.5659881812212737,13.219999999999999
2224,Bronx,2021-02-18,635,1.0461285008237233,1242,-14.480000000000004,-0.21163402513884835,53.94,1242,-39.49000000000001,-0.3583484573502723,70.71,1242,-34.59,-0.3223972411221922,72.7,-17.239999999999995,-0.5659881812212737,13.219999999999999
2225,Erie,2021-02-18,158,0.8633879781420765,341,-6.399999999999999,-0.10832769126607987,52.68,341,0.47999999999998977,0.004616272360069146,104.46,341,-4.689999999999998,-0.03528172722485517,128.24,-17.239999999999995,-0.5659881812212737,13.219999999999999
2226,Kings,2021-02-18,947,1.0592841163310962,1841,-11.989999999999995,-0.18825561312607939,51.7,1841,-36.019999999999996,-0.33438544374303747,71.7,1841,-28.03,-0.32427117075428047,58.41,-17.239999999999995,-0.5659881812212737,13.219999999999999
2227,Monroe,2021-02-18,94,0.8952380952380953,199,-8.219999999999999,-0.15594763801935113,44.49,199,-2.7700000000000102,-0.024699063753901115,109.38,199,-6.260000000000005,-0.05244198709893612,113.11,-17.239999999999995,-0.5659881812212737,13.219999999999999
2228,Nassau,2021-02-18,-24,-0.04460966542750929,514,-14.89,-0.24656400066236134,45.5,514,-50.74,-0.47407268990002804,56.29,514,-48.209999999999994,-0.4061841772685146,70.48,-17.239999999999995,-0.5659881812212737,13.219999999999999
2229,New York,2021-02-18,456,1.13151364764268,859,-7.280000000000001,-0.2071713147410359,27.86,859,-20.82,-0.35210553018772195,38.31,859,-13.159999999999997,-0.3625344352617079,23.14,-17.239999999999995,-0.5659881812212737,13.219999999999999
2230,Onondaga,2021-02-18,20,0.3389830508474576,79,13.39,0.18732512590934527,84.87,79,0.6299999999999955,0.00562048354001245,112.72,79,1.6500000000000057,0.01786487656994376,94.01,-17.239999999999995,-0.5659881812212737,13.219999999999999
2231,Queens,2021-02-18,1133,1.3667068757539205,1962,-8.61,-0.15364025695931477,47.43,1962,-37.349999999999994,-0.37260574620909814,62.89,1962,-30.360000000000007,-0.3343980614605133,60.43,-17.239999999999995,-0.5659881812212737,13.219999999999999
2232,Richmond,2021-02-18,235,1.3276836158192091,412,-14.880000000000003,-0.23059042305904234,49.65,412,-43.18,-0.40514167761306064,63.4,412,-33.019999999999996,-0.30149744338933526,76.5,-17.239999999999995,-0.5659881812212737,13.219999999999999
2233,Suffolk,2021-02-18,-129,-0.21864406779661016,461,-12.829999999999998,-0.19143539242017307,54.19,461,-52.25,-0.46756152125279643,59.5,461,-63.629999999999995,-0.42086116806667107,87.56,-17.239999999999995,-0.5659881812212737,13.219999999999999
2234,Westchester,2021-02-18,20,0.04987531172069826,421,-5.669999999999995,-0.0945945945945945,54.27,421,-46.519999999999996,-0.4547409579667644,55.78,421,-39.24000000000001,-0.3658400149170241,68.02,-17.239999999999995,-0.5659881812212737,13.219999999999999
2235,Albany,2021-02-19,36,0.6923076923076923,88,1.8299999999999983,0.019028803161068922,98.0,88,5.25,0.052721430006025305,104.83,88,9.200000000000003,0.08364396763342125,119.19,15.829999999999998,1.197428139183056,29.049999999999997
2236,Bronx,2021-02-19,-262,-0.2109500805152979,980,11.409999999999997,0.21153133110863917,65.35,980,24.590000000000003,0.34775845000707123,95.3,980,20.97,0.2884456671251719,93.67,15.829999999999998,1.197428139183056,29.049999999999997
2237,Erie,2021-02-19,-111,-0.3255131964809384,230,5.189999999999998,0.09851936218678811,57.87,230,13.02000000000001,0.12464101091326835,117.48,230,27.97,0.21810667498440423,156.21,15.829999999999998,1.197428139183056,29.049999999999997
2238,Kings,2021-02-19,-416,-0.22596414991852254,1425,12.36999999999999,0.23926499032881993,64.07,1425,23.909999999999997,0.3334728033472803,95.61,1425,21.040000000000006,0.36021229241568237,79.45,15.829999999999998,1.197428139183056,29.049999999999997
2239,Monroe,2021-02-19,-78,-0.39195979899497485,121,10.89,0.24477410654079568,55.38,121,14.969999999999999,0.13686231486560613,124.35,121,22.040000000000006,0.19485456635133946,135.15,15.829999999999998,1.197428139183056,29.049999999999997
2240,Nassau,2021-02-19,215,0.4182879377431907,729,9.130000000000003,0.2006593406593407,54.63,729,32.309999999999995,0.5739918280333984,88.6,729,35.11,0.49815550510783196,105.59,15.829999999999998,1.197428139183056,29.049999999999997
2241,New York,2021-02-19,-113,-0.13154831199068684,746,10.549999999999997,0.3786791098348886,38.41,746,15.729999999999997,0.4105977551553118,54.04,746,14.380000000000003,0.6214347450302508,37.52,15.829999999999998,1.197428139183056,29.049999999999997
2242,Onondaga,2021-02-19,-4,-0.05063291139240506,75,0.5799999999999983,0.006833981383292074,85.45,75,12.189999999999998,0.1081440738112136,124.91,75,8.069999999999993,0.08584193170939254,102.08,15.829999999999998,1.197428139183056,29.049999999999997
2243,Queens,2021-02-19,-658,-0.33537206931702346,1304,6.82,0.14379084967320263,54.25,1304,21.61,0.3436158371760216,84.5,1304,18.880000000000003,0.31242760218434557,79.31,15.829999999999998,1.197428139183056,29.049999999999997
2244,Richmond,2021-02-19,-131,-0.3179611650485437,281,6.899999999999999,0.1389728096676737,56.55,281,32.93,0.5194006309148265,96.33,281,29.620000000000005,0.38718954248366017,106.12,15.829999999999998,1.197428139183056,29.049999999999997
2245,Suffolk,2021-02-19,253,0.5488069414316703,714,8.980000000000004,0.16571323122347303,63.17,714,31.069999999999993,0.5221848739495797,90.57,714,37.92,0.433074463225217,125.48,15.829999999999998,1.197428139183056,29.049999999999997
2246,Westchester,2021-02-19,66,0.15676959619952494,487,7.299999999999997,0.13451262207481107,61.57,487,31.299999999999997,0.5611330225887414,87.08,487,32.74000000000001,0.48132902087621304,100.76,15.829999999999998,1.197428139183056,29.049999999999997
2247,Albany,2021-02-23,-4,-0.08163265306122448,45,15.310000000000002,0.18383765609990396,98.59,45,7.329999999999998,0.08227634975867099,96.42,45,8.290000000000006,0.08217684377478199,109.17,5.939999999999998,0.31395348837209286,24.86
2248,Bronx,2021-02-23,74,0.1009549795361528,807,6.349999999999994,0.09965473948524788,70.07,807,12.930000000000007,0.13727571929079527,107.12,807,16.060000000000002,0.17576885192076175,107.43,5.939999999999998,0.31395348837209286,24.86
2249,Erie,2021-02-23,-25,-0.11904761904761904,185,-0.0899999999999963,-0.0014829461196242595,60.6,185,7.739999999999995,0.08389334489486229,100.0,185,8.13000000000001,0.06957637997432614,124.98,5.939999999999998,0.31395348837209286,24.86
2250,Kings,2021-02-23,83,0.0844354018311292,1066,6.009999999999998,0.10472207701690187,63.4,1066,9.920000000000002,0.10579076463687749,103.69,1066,13.480000000000004,0.1871702304915302,85.5,5.939999999999998,0.31395348837209286,24.86
2251,Monroe,2021-02-23,18,0.16363636363636364,128,1.6300000000000026,0.03397248853689042,49.61,128,9.349999999999994,0.09481796977994113,107.96,128,9.75,0.09664948453608248,110.63,5.939999999999998,0.31395348837209286,24.86
2252,Nassau,2021-02-23,124,0.24031007751937986,640,3.3500000000000014,0.05918727915194349,59.95,640,9.030000000000001,0.10090512906469999,98.52,640,13.349999999999994,0.1399517769158192,108.74,5.939999999999998,0.31395348837209286,24.86
2253,New York,2021-02-23,28,0.0497335701598579,591,4.379999999999999,0.14663542015400063,34.25,591,5.829999999999998,0.12217099748533107,53.55,591,6.549999999999997,0.2425925925925925,33.55,5.939999999999998,0.31395348837209286,24.86
2254,Onondaga,2021-02-23,18,0.4,63,-1.7299999999999898,-0.01764046089527878,96.34,63,11.200000000000003,0.11793197851953252,106.17,63,9.159999999999997,0.11947306638841784,85.83,5.939999999999998,0.31395348837209286,24.86
2255,Queens,2021-02-23,147,0.15170278637770898,1116,4.399999999999999,0.08443676837459219,56.51,1116,7.820000000000007,0.0909408070705897,93.81,1116,9.519999999999996,0.12214523992814981,87.46,5.939999999999998,0.31395348837209286,24.86
2256,Richmond,2021-02-23,-28,-0.109375,228,8.350000000000001,0.1409758568293095,67.58,228,10.060000000000002,0.11086621115274413,100.8,228,11.010000000000005,0.11225530179445356,109.09,5.939999999999998,0.31395348837209286,24.86
2257,Suffolk,2021-02-23,-9,-0.015985790408525755,554,7.479999999999997,0.12850025768768247,65.69,554,8.650000000000006,0.09145696764643695,103.23,554,12.36,0.09950889622413654,136.57,5.939999999999998,0.31395348837209286,24.86
2258,Westchester,2021-02-23,14,0.03713527851458886,391,1.2899999999999991,0.022536687631027237,58.53,391,12.980000000000004,0.1604053386060307,93.9,391,12.5,0.143348623853211,99.7,5.939999999999998,0.31395348837209286,24.86
2259,Albany,2021-02-24,-5,-0.1111111111111111,40,-4.890000000000001,-0.049599350846941885,93.7,40,5.8999999999999915,0.06119062435179414,102.32,40,8.319999999999993,0.07621141339195743,117.49,10.530000000000001,0.42357200321802096,35.39
2260,Bronx,2021-02-24,-294,-0.3643122676579926,513,2.8000000000000114,0.03996003996004013,72.87,513,4.839999999999989,0.04518297236743828,111.96,513,6.589999999999989,0.06134226938471552,114.02,10.530000000000001,0.42357200321802096,35.39
2261,Erie,2021-02-24,18,0.0972972972972973,203,2.3799999999999955,0.039273927392739195,62.98,203,4.739999999999995,0.04739999999999995,104.74,203,6.6000000000000085,0.05280844935189637,131.58,10.530000000000001,0.42357200321802096,35.39
2262,Kings,2021-02-24,130,0.12195121951219512,1196,6.699999999999996,0.10567823343848574,70.1,1196,10.36,0.09991320281608641,114.05,1196,13.180000000000007,0.15415204678362582,98.68,10.530000000000001,0.42357200321802096,35.39
2263,Monroe,2021-02-24,-17,-0.1328125,111,-5.979999999999997,-0.12054021366659941,43.63,111,4.150000000000006,0.038440163023342036,112.11,111,9.840000000000003,0.08894513242339333,120.47,10.530000000000001,0.42357200321802096,35.39
2264,Nassau,2021-02-24,-121,-0.1890625,519,-0.14000000000000057,-0.0023352793994995923,59.81,519,7.040000000000006,0.07145757206658553,105.56,519,5.670000000000002,0.05214272576788672,114.41,10.530000000000001,0.42357200321802096,35.39
2265,New York,2021-02-24,-150,-0.25380710659898476,441,3.9099999999999966,0.11416058394160573,38.16,441,5.6200000000000045,0.1049486461251168,59.17,441,7.100000000000001,0.21162444113263792,40.65,10.530000000000001,0.42357200321802096,35.39
2266,Onondaga,2021-02-24,-26,-0.4126984126984127,37,-6.070000000000007,-0.0630060203446129,90.27,37,5.1200000000000045,0.048224545540171464,111.29,37,5.590000000000003,0.06512874286380058,91.42,10.530000000000001,0.42357200321802096,35.39
2267,Queens,2021-02-24,-181,-0.16218637992831542,935,3.8300000000000054,0.06777561493540976,60.34,935,11.090000000000003,0.11821767402195932,104.9,935,9.740000000000009,0.11136519551795118,97.2,10.530000000000001,0.42357200321802096,35.39
2268,Richmond,2021-02-24,-1,-0.0043859649122807015,227,2.4000000000000057,0.035513465522343975,69.98,227,7.6000000000000085,0.07539682539682549,108.4,227,8.14,0.07461728847740398,117.23,10.530000000000001,0.42357200321802096,35.39
2269,Suffolk,2021-02-24,-129,-0.2328519855595668,425,3.0900000000000034,0.04703912315420922,68.78,425,4.019999999999996,0.038942167974426,107.25,425,9.909999999999997,0.07256352053891775,146.48,10.530000000000001,0.42357200321802096,35.39
2270,Westchester,2021-02-24,-9,-0.023017902813299233,382,3.979999999999997,0.06799931658978296,62.51,382,5.449999999999989,0.05804046858359945,99.35,382,15.519999999999996,0.15566700100300898,115.22,10.530000000000001,0.42357200321802096,35.39
2271,Albany,2021-02-25,54,1.35,94,4.239999999999995,0.045250800426894285,97.94,94,4.940000000000012,0.048279906176700665,107.26,94,4.0,0.034045450676653335,121.49,-1.480000000000004,-0.041819723085617516,33.91
2272,Bronx,2021-02-25,417,0.8128654970760234,930,-1.4399999999999977,-0.019761218608480825,71.43,930,0.6200000000000045,0.005537692032868922,112.58,930,-3.3299999999999983,-0.029205402560954205,110.69,-1.480000000000004,-0.041819723085617516,33.91
2273,Erie,2021-02-25,145,0.7142857142857143,348,0.22000000000000597,0.003493172435693966,63.2,348,4.1000000000000085,0.039144548405575796,108.84,348,13.039999999999992,0.09910320717434254,144.62,-1.480000000000004,-0.041819723085617516,33.91
2274,Kings,2021-02-25,179,0.1496655518394649,1375,-1.269999999999996,-0.018116975748930043,68.83,1375,2.8299999999999983,0.024813678211310815,116.88,1375,-0.9500000000000028,-0.009627077421970031,97.73,-1.480000000000004,-0.041819723085617516,33.91
2275,Monroe,2021-02-25,98,0.8828828828828829,209,6.93,0.1588356635342654,50.56,209,2.3299999999999983,0.02078315939702077,114.44,209,-1.8400000000000034,-0.015273512077695721,118.63,-1.480000000000004,-0.041819723085617516,33.91
2276,Nassau,2021-02-25,176,0.33911368015414256,695,1.6499999999999986,0.027587359973248595,61.46,695,5.159999999999997,0.04888215233042816,110.72,695,9.340000000000003,0.08163622061008656,123.75,-1.480000000000004,-0.041819723085617516,33.91
2277,New York,2021-02-25,225,0.5102040816326531,666,0.9400000000000048,0.02463312368972759,39.1,666,3.8799999999999955,0.0655737704918032,63.05,666,0.030000000000001137,0.0007380073800738287,40.68,-1.480000000000004,-0.041819723085617516,33.91
2278,Onondaga,2021-02-25,60,1.6216216216216217,97,-4.819999999999993,-0.05339536944721384,85.45,97,2.779999999999987,0.02497978255009423,114.07,97,5.25,0.05742725880551301,96.67,-1.480000000000004,-0.041819723085617516,33.91
2279,Queens,2021-02-25,257,0.2748663101604278,1192,-0.490000000000002,-0.00812064965197219,59.85,1192,0.9499999999999886,0.0090562440419446,105.85,1192,-0.4300000000000068,-0.0044238683127572715,96.77,-1.480000000000004,-0.041819723085617516,33.91
2280,Richmond,2021-02-25,68,0.29955947136563876,295,-3.3900000000000006,-0.048442412117747934,66.59,295,4.079999999999998,0.03763837638376382,112.48,295,3.049999999999997,0.026017231084193442,120.28,-1.480000000000004,-0.041819723085617516,33.91
2281,Suffolk,2021-02-25,296,0.6964705882352941,721,-3.4099999999999966,-0.049578365804012745,65.37,721,3.480000000000004,0.032447552447552486,110.73,721,5.439999999999998,0.037138175860185675,151.92,-1.480000000000004,-0.041819723085617516,33.91
2282,Westchester,2021-02-25,197,0.5157068062827225,579,0.6700000000000017,0.010718285074388125,63.18,579,2.3599999999999994,0.02375440362355309,101.71,579,-3.730000000000004,-0.03237285193542791,111.49,-1.480000000000004,-0.041819723085617516,33.91
2283,Albany,2021-02-26,-31,-0.32978723404255317,63,9.060000000000002,0.0925056156830713,107.0,63,13.599999999999994,0.12679470445646088,120.86,63,25.89999999999999,0.21318627047493616,147.39,9.610000000000007,0.2833972279563553,43.52
2284,Bronx,2021-02-26,-35,-0.03763440860215054,895,2.2099999999999937,0.03093938121237566,73.64,895,18.86999999999999,0.16761414105524952,131.45,895,11.670000000000002,0.10542957810100281,122.36,9.610000000000007,0.2833972279563553,43.52
2285,Erie,2021-02-26,-73,-0.20977011494252873,275,4.61999999999999,0.07310126582278466,67.82,275,17.049999999999997,0.15665196618890112,125.89,275,23.289999999999992,0.16104273267874422,167.91,9.610000000000007,0.2833972279563553,43.52
2286,Kings,2021-02-26,-38,-0.027636363636363636,1337,5.549999999999997,0.08063344471887254,74.38,1337,10.77000000000001,0.09214579055441488,127.65,1337,10.5,0.10743886217128824,108.23,9.610000000000007,0.2833972279563553,43.52
